GAME_ID,EVENT_ID,COMMENT_TX
"COL201604090",20,"replay,3,kempm001,SDN,joycj901,DEN02,,Y,M,COL,A $when Melvin Upton Jr. was called safe at 2B, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201604090",34,"Padres third baseman Yangervis Solarte left the game due to an injured leg"
"COL201604090",50,"replay,6,spanc001,SDN,joycj901,DEN02,,Y,M,COL,C $when Cory Spangenberg was called safe at 1B, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201604090",57,"replay,6,norrd001,SDN,joycj901,DEN02,,Y,M,COL,C $when Derek Norris was called safe at 1B, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201604140",60,"replay,7,tomlk001,SFN,davig901,DEN02,,N,M,COL,C $when Kelby Tomlinson was called safe at 1B, Rockies manager Walt Weiss challenged the ruling; the call was upheld by replay"
"COL201604140",68,"replay,8,beltb001,SFN,davig901,DEN02,O,Y,U,,H $Brandon Belt's fly to left-center struck a chair in the seating area and caromed back onto the field; it was ruled in play but crew chief Gerry Davis requested a review; the call was overturned by replay"
"COL201604230",36,"replay,5,kendh001,LAN,wendh902,DEN02,,Y,M,LAN,A $when Adrian Gonzalez was called out at 1B for a double play, Dodgers manager Dave Roberts challenged the ruling; the call was overturned by replay"
"COL201604240",79,"replay,8,barnb002,COL,wendh902,DEN02,,N,M,COL,C $when Brandon Barnes was called out at 1B, Rockies manager Walt Weiss challenged the ruling; the call was upheld by replay"
"COL201604240",87,"replay,9,grany001,LAN,wendh902,DEN02,,Y,U,,D $Carlos Gonzalez attempted to catch Yasmani Grandal's fly at the RF seats in foul territory; Gonzalez fell into the seats and did not catch the ball; a fan put the ball in his glove and when he held up his glove, the play was ruled a catch; acting crew chief Hunter Wendelstedt requested a review, which overturned the call by replay to no catch and a foul ball"
"COL201604250",33,"ej,weisw001,M,barrl901,Called third strike Rockies manager Walt Weiss ejected by HP umpire Lance Barrett"
"COL201604250",48,"ej,rabur001,P,barrl901,Called third strike Rockies left fielder Ryan Raburn ejected by HP umpire Lance Barrett"
"COL201604260",51,"replay,5,arenn001,COL,scotd901,DEN02,,N,M,COL,A $when Gerardo Parra was called out at HP, Rockies manager Walt Weiss challenged the ruling; the call was upheld by replay"
"COL201604270",12,"replay,2,mercj002,PIT,scotd901,DEN02,,N,M,COL,E $when Josh Harrison was ruled to have made a legal slide at 2B, Rockies manager Walt Weiss challenged the ruling; the call was upheld by replay"
"COL201604270",34,"replay,4,marts002,PIT,scotd901,DEN02,,Y,M,PIT,C $when Starling Marte was called out at 1B, Pirates manager Clint Hurdle challenged the ruling; the call was overturned by replay"
"COL201605090",67,"replay,8,gossp001,ARI,hirsj901,DEN02,,Y,M,ARI,C $when Phil Gosselin was called out at 1B, D-Backs manager Chip Hale challenged the ruling; the call was overturned by replay"
"COL201605090",84,"$a fan touched the ball down the LF line for interference"
"COL201605100",28,"replay,4,owinc001,ARI,hirsj901,DEN02,,N,M,ARI,P $when Yasmany Tomas was called out at HP, D-Backs manager Chip Hale challenged the ruling; the call was upheld by replay"
"COL201605110",56,"replay,6,reynm001,COL,hirsj901,DEN02,,N,M,ARI,C $when Charlie Blackmon was called safe at 2B, D-Backs manager Chip Hale challenged the ruling; the call was upheld by replay"
"COL201605140",33,"ej,collt801,M,torrc901,Foul tip call Mets Manager Terry Collins ejected by HP umpire Carlos Torres"
"COL201605140",63,"replay,7,wrigd002,NYN,davig901,DEN02,,N,M,COL,A $when David Wright was called safe at 2B, Rockies manager Walt Weiss challenged the ruling; the call was upheld by replay"
"COL201605270",12,"Giants pitcher Matt Cain left the game due to an injured leg"
"COL201605270",16,"replay,3,suara001,SFN,culbf901,DEN02,,Y,M,SFN,A $when Jarrett Parker was called out at HP, Giants manager Bruce Bochy chhallenged the ruling; the call was overturned by replay"
"COL201605270",69,"replay,9,crawb001,SFN,culbf901,DEN02,,Y,M,COL,C $when Brandon Crawford was called safe at 1B, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201605280",35,"replay,5,panij002,SFN,culbf901,DEN02,,Y,M,COL,A $when Gregor Blanco was called safe at 2B, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201605290",17,"replay,2,reynm001,COL,culbf901,DEN02,,Y,M,SFN,A $when Gerardo Parra was called safe at 3B, Giants manager Bruce Bochy challenged the ruling; the call was overturned by replay"
"COL201605290",49,"replay,5,spand001,SFN,culbf901,DEN02,,Y,M,COL,A $when Gregor Blanco was called safe on a pickoff attempt, Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay"
"COL201605310",22,"$originally scores as single, changed to E3 on 06-09-2016, making Barnhart;s run unearned"
