GAME_ID,EVENT_ID,COMMENT_TX
"BOS199805230",88,"Debut game for Keith Johns"
"BOS199806030",26,"ej,valej002,P,welkt901,Balls and strikes ej,willj107,M,welkt901,Balls and strikes John Valentin and Red Sox manager Jimy Williams ejected by HP umpire Tim Welke"
"BOS199806140",0,"ej,rothl101,M,roe-r901,Call at 3B Devil Rays manager Larry Rothschild ejected by 3B umpire Rocky Roe sometime in game"
"BOS199807030",72,"Debut game for Bryan Ward"
"BOS199807040",1,"Debut game for Jin Ho Cho"
"BOS199807050",25,"$Ray Durham called for interference"
"BOS199807260",61,"IPHR"
"BOS199808150",4,"ej,gardr001,C,fostm901,Fair/foul call (Reversed) $David Ortiz hit the 0-2 pitch down the RF line; it was ruled a home run by 1B umpire Marty Foster; when the Red Sox complained about the call, it was reversed by crew chief and 3B umpire Jim McKean; Twins coach Ron Gardenhire ejected by Foster"
"BOS199808150",5,"ej,ortid001,P,craft901,Fair/foul call (Broke bat over leg) $David Ortiz struck out on the pitch after the foul ball; as he left the plate, he broke his bat over his leg and dropped it at HP; Ortiz ejected by HP umpire Terry Craft"
"BOS199808290",0,"ej,shipc001,P,dimur901,Bench jockeying Craig Shipley ejected from bench by HP umpire Ray DiMuro sometime in game"
"BOS199809220",30,"Debut game for Mike Duvall"
"BOS199809220",52,"Debut game for Kerry Robinson"
"BOS199805230",88,"Debut game for Keith Johns"
"BOS199806030",26,"ej,valej002,P,welkt901,Balls and strikes ej,willj107,M,welkt901,Balls and strikes John Valentin and Red Sox manager Jimy Williams ejected by HP umpire Tim Welke"
"BOS199806140",50,"ej,rothl101,M,roe-r901,Call at 3B $Devil Rays manager Rothschild ejected by 3B umpire Roe for arguing Valentin was out at 3rd"
"BOS199807030",72,"Debut game for Bryan Ward"
"BOS199807040",1,"Debut game for Jin Ho Cho"
"BOS199807050",25,"$Ray Durham called for interference"
"BOS199807260",61,"IPHR"
"BOS199808150",4,"ej,gardr001,C,fostm901,Fair/foul call (Reversed) $David Ortiz hit the 0-2 pitch down the RF line; it was ruled a home run by 1B umpire Marty Foster; when the Red Sox complained about the call, it was reversed by crew chief and 3B umpire Jim McKean; Twins coach Ron Gardenhire ejected by Foster"
"BOS199808150",5,"ej,ortid001,P,craft901,Fair/foul call (Broke bat over leg) $David Ortiz struck out on the pitch after the foul ball; as he left the plate, he broke his bat over his leg and dropped it at HP; Ortiz ejected by HP umpire Terry Craft"
"BOS199808290",40,"ej,shipc001,P,dimur901,Bench jockeying $Angels Shipley, not game, ejected by HP umpire DiMuro for complaining that Angels had to bat in rain but game was stopped for Red Sox"
"BOS199809220",30,"Debut game for Mike Duvall"
"BOS199809220",52,"Debut game for Kerry Robinson"
