GAME_ID,EVENT_ID,COMMENT_TX
"PHI195304150",25,"$Johnny Wyrostek missed on a bunt attempt; Connie Ryan was caught off 2B by Wes Westrum's throw; Al Dark's throw hit Ryan on the back"
"PHI195304150",37,"$Stan Lopata kicked the ball out of Daryl Spencer's glove"
"PHI195304150",39,"$Curt Simmons thought the squeeze was on"
"PHI195304250",20,"to match daily/TSN, arbitrary 43 to 53"
"PHI195304261",43,"to match daily/TSN, arbitrary 7 to 9"
"PHI195304261",69,"to match daily/TSN, arbitrary 63 to 3"
"PHI195304261",80,"to match daily/TSN, arbitrary 63 to 9"
"PHI195304261",81,"to match daily/TSN, arbitrary 43 to 9"
"PHI195304280",14,"to match daily/TSN, arbitrary 2/FL to 4/FL"
"PHI195304280",37,"to match daily/TSN, arbitrary 64 to 54"
"PHI195304280",73,"ej,boked101,P,barla901,Coming onto field while warming in pen $Cardinal Bokelmann (warming in bullpen ejected by 1B umpire Barlick for being on field while warming up; Cardinals had 3 pitchers in bullpen, but there was only space for 2"
"PHI195304290",49,"to match daily/TSN, arbitrary 63 to 53"
"PHI195304300",33,"to match daily/TSN, arbitrary 8 to 7"
"PHI195304300",45,"$game called for rain"
"PHI195305032",59,"to match daily/TSN, arbitrary 53 to 43"
"PHI195305032",61,"to match daily, arbitrary 43 to 9"
"PHI195305032",68,"to match daily/TSN, arbitrary 9 to 8"
"PHI195305040",27,"$Bob Ramazotti dropped the throw from Bill Serena and suffered a double fracture of the right index finger in the process, but he finished the inning and started a double play!"
"PHI195305040",72,"$Preston Ward tripped and fell"
"PHI195305230",53,"ej,lopas101,P,warnl101,Fair/foul call Stan Lopata ejected by HP umpire Lon Warneke arguing that the ball struck Don Thompson; Warneke ruled it a foul ball"
"PHI195305240",34,"ej,meyer101,P,donaa901,Balls and strikes (Threw rosin bag) Russ Meyer ejected by HP umpire Augie Donatelli"
"PHI195305240",34,"ej,loesb101,P,donaa901,Bench jockeying Billy Loes ejected by HP umpire Augie Donatelli while Jim Hughes was warming up"
"PHI195305240",43,"ej,hughj103,P,donaa901,Balls and strikes Jim Hughes ejected by HP umpire Augie Donatelli"
"PHI195305240",76,"ej,burgs101,P,donaa901,Balls and strikes ej,oneis101,M,donaa901,Balls and strikes Smoky Burgess and Phillies Manager Steve O'Neill ejected by HP umpire Augie Donatelli"
"PHI195305240",80,"$44 minute half inning"
"PHI195305250",66,"ej,torge101,P,gorea901,Call at 1B Earl Torgeson ejected by 1B umpire Artie Gore"
"PHI195306020",7,"$Cliff Chambers pulled a muscle"
"PHI195306032",35,"ej,bengb101,C,goetl901,Call at 1B Phillies Coach Benny Bengough ejected by 1B umpire Larry Goetz"
"PHI195306032",48,"ej,stane101,M,dascf901,Interference non-call Cardinals Manager Eddie Stanky ejected by 2B umpire Frank Dascoli claiming that Earl Torgeson's slide at 2B was interference"
"PHI195306040",66,"$during an attempted pickoff at 2B, Solly Hemus and Richie Ashburn tangled and a dozen players engaged in shoving match"
"PHI195306040",72,"$Solly Hemus and Stan Lopata nearly fought after play at HP"
"PHI195306050",26,"to match daily/TSN, arbitrary 63 to 3"
"PHI195306050",61,"to match daily/TSN, arbitrary 53 to 63"
"PHI195306072",5,"to match daily/TSN, arbitrary 63 to 8"
